,reviews
888,"Lovely hotel, 10 min walk to the water bus stop on lido. Away from the madness of Venice, but close enough to be there in less than 20 minutes."
889,From the moment of check in we were pleased. Greeted cordially (not fake) we were asked if we would need anything additional (we were 6 adults and 5 children under the age of 6 renting 3 rooms). They had already put our rooms nearby (even when requested at other hotels in advance this seems to be a HUGE request and usually not done) We have stayed at other hotels in the area but your rooms are spacious and beds are wonderful. We will continue to return here anytime we are in the area.
890,"We were thrilled with everything from the cleanliness to the top notch breakfast to the kindness of everyone but, the very first person we met. She was the first person we approached behind the counter when we arrived. Later we learned that she was handling both the desk and the Housekeeping roles that night. If I were to judge the facility by this one person, I would have been disappointed in her lack of hospitality in answering our questions: no smile, no patience... cranky. However the rest of our stay, and we did add an extra night, more than made up for it. This was my first getaway in 4 years on ANY kind of vacation/family celebration, so I was really hoping for a good time. I really enjoyed the cleanliness, as I own a cleaning service here in MD. Thank you so much for an overall excellent stay!!!"
891,"The staff was indifferent to my stay. For example, almost had to convince the front desk to go through the effort to sell me another night stay. I almost went to another hotel because it seemed too much trouble to check me out and then check me back in. Not likely to return."
892,Travel mid point stop over
893,"I had never stayed at a Fairfield Inn. I was very impressed with the staff., they were excellent. The rooms were great and the service was even better. Would definitely recommend anyone looking for a hotel to stay at a Fairfield Inn."
894,"Very friendly staff and excellent breakfast choices. I question that the comforter was not double sheeted but had a light weight searsucker spread on it. Also, we received half used bottle of shampoo."
895,"Very friendly staff and excellent breakfast choices. I question that the comforter was not double sheeted but had a light weight searsucker spread on it. Also, we received half used bottle of shampoo."
896,"Easy on/off 81. Good service. I had requested a rollaway bed with my reservation, but they said the request wasn't there. No matter - they had one in my room within 20 mins of check-in. Overall, we were pleased."
897,The room was very clean. Staff very friendly. I was not impressed with the breakfast.
898,"nice hotel, in a convenient location to IS 81. I appreciated the great breakfast, then quick access to the highway."
899,"Located on the island of Lido next to Venice, right on the seafront overlooking Venice. Lido can be reached very easily by boat. From the boat mooring it is about 400 m to the hotel along the Kste. We had to make our way to Fu, as no buses go there because of a construction site. We were very friendly, the staff at the hotel was very nice and helpful. The room was furnished, the bathroom relatively large and everything very clean and tidy. We were also very satisfied with the Frhstcksbffet - good quality and relatively large selection. We were completely satisfied and would book the hotel again immediately."
900,Free wifi throughout hotel
901,Would have loved to know they were under going major renovations before I booked the room. But considering they were it was still a nice place to stay. Staff was extremely friendly and the rooms were very nice and clean. Pool and hot tub very nice an clean as well.
902,Everything has higher our expectations I highly recommend it
903,"The room was fine... the bathroom was VERY small, but otherwise an OK stay."
904,Hotel seemed clean. Staff was pleasant. Room seemed clean but it smelled very musty. I'm not sure why it smelled that way. It would be much better if they offered rooms with 2 queen beds instead of two double beds.
905,Hotel seemed clean. Staff was pleasant. Room seemed clean but it smelled very musty. I'm not sure why it smelled that way. It would be much better if they offered rooms with 2 queen beds instead of two double beds.
906,"We had a great stay. Have been to this hotel before. I would suggest the pool area floor be replaced though . It is very slippery!!! And I had to call the front desk for towels. Rooms are very nice ,beds very comfortable. Love that we can walk to Applebee's or Cracker Barrel."
907,"Very comfortable. Great spread for a free breakfast buffet. The indoor pool was big enough (not huge), though the room was steamy. Friendly staff."
908,Our late evening arrival was no problem for the staff person who registered us. The parking access was perfect for my wife's limited mobility and for carting our luggage to the room and back. The breakfast buffet was well provisioned and the server friendly and accommodating.
909,The staff was great. We decided to stay another day and they were very helpful. The room was extremely comfortable
910,"Located on the Lido I would recommend this hotel if you require a little piece and quiet after the busy day's in Venice, facility's good, staff very friendly and very helpful. I requested flowers for the room as it was one of my wife's special birthday's, and yes they ordered exactly as requested, can't ask for more. Rooms are a little on the small side but in line with most European hotels of this standard so wasn't a surprise or a problem, room and bathroom was cleaned every day with fresh towels supplied each day. Buffet breakfast had various options to suit most peoples taste but It was a surprise to see sausage, bacon and scrambled eggs available, must have been put on to satisfy us Brits! We stayed during late September so the Lido is probably quieter at that time however we felt very safe walking around late at night back to the hotel but taxis are available if you feel a little vulnerable. Restaurants and coffee bars are located in the main commercial area close to the Waterbus stations and tend to be slightly cheaper than in Venice. We had a water taxi (think luxury speed boat!) from the airport to the hotel and back again, quite an experience, a little costly but well worth it, a lot quicker and less hassle than the Waterbus. Venice was very busy during the day time, St Marks Square at night is a must, fantastic atmosphere. All in all we had a great time in Venice, it can be a little expensive so don't ponder over the bills to much, just pay up with a smile!"
911,The staff was great. We decided to stay another day and they were very helpful. The room was extremely comfortable
912,"This hotel is a dump! Upon checking in was told that the place was booked with folks who are running from Isaac -- the folks are depressed, sad and crying -- we got a room with no problem as a matter of fact the parking lot and inside hotel were rather empty despite the fact that the place was booked -- the room reaked -- air conditioning unit blew out luke warm air despite having control turned to high cool -- linens and bath towels were rough and ... view morewell worn. The corridors reaked of curry/incense and it was obvious other air freshners were used to mask the obvious odors. Not opposed to other cultures but if you are going to have that sort of thing waifing through the hotel you should advertise such. My expectations are a clean room with no visible signs of anything else... would NOT recommend this place... BTW the free breakfast was nothing more than day old bakery goods with what was suppose to be biscuits and gravy... the folks running from Isaac would have been better off to weather the storm! Use this place only as a very last resort!view less"
913,"Room looked to be in disrepair, bathroom door didn't shut without force. The hostess was very unprofessional with her stars and bar finger nails."
914,The room smelled bad. Not very clean to say the least. I would sleep in my car before stay here again.
915,The room smelled bad. Not very clean to say the least. I would sleep in my car before stay here again.
916,Very comfortable bed and pillows and clean. Refrigerator and microwave was very helpful also. A great place to stay for the price.
917,Very comfortable bed and pillows and clean. Refrigerator and microwave was very helpful also. A great place to stay for the price.
918,The room was clean and there a good Denny across the street small beds and not enough towels breakfast was not up to par from my othere hotel stays and service at desk was quick but not a happy to see you kind just a here your key kind of thing but it did the job
919,It was an average no frills hotel
920,I've stayed here a couple of times on business. Decent clean but the value per is at a max. Fitness center is not much.
921,The room was very clean and the breakfast was very good.
922,charged online and prepaid room but reception did not have this and had to pay for room again. The online price was aprox. 40.00 more than check in price. Management would only refund cheaper price.
923,"The rooms were OK, but there was no insulation or soundproofing. You could hear every noise both upstairs and next door, not only that but every time a car started outside, it sounded like it was in your room!"
924,"The rooms were OK, but there was no insulation or soundproofing. You could hear every noise both upstairs and next door, not only that but every time a car started outside, it sounded like it was in your room!"
925,"The hotel was easy off and on the highway, and reasonably priced, which were our main points for selection. The night clerk was very helpful for our issue. But that doesn't outweigh the huge negative of finding a condom wrapper between the sheets with suspicious spots on the blanket, which led us to believe they had not been changed from a prior guest. Upon my request, both were replaced and we were offered a different room, but inspection of this room included holes in both the sheets and blanket. Disgusting. If I hadn't booked on line I would have insisted on my money back. We would never recommend this hotel to anyone!"
926,"The hotel was easy off and on the highway, and reasonably priced, which were our main points for selection. The night clerk was very helpful for our issue. But that doesn't outweigh the huge negative of finding a condom wrapper between the sheets with suspicious spots on the blanket, which led us to believe they had not been changed from a prior guest. Upon my request, both were replaced and we were offered a different room, but inspection of this room included holes in both the sheets and blanket. Disgusting. If I hadn't booked on line I would have insisted on my money back. We would never recommend this hotel to anyone!"
927,It was just ok... room had a odor but carpet was new... just dated.... i guess you get what you pay for...
928,"One night, it was very brief.............."
929,"One night, it was very brief.............."
930,"Well, the desk clerk Sandy was pleasant and made us feel welcome. There were no more first floor rooms, apparently, so we were stuck with climbing the stairs with our arthritis and artificial hips. Our room with two queen beds only had two sets of towels, so we had to hike back down to the desk for another set to... More"
931,we stayed for 2 nights the room was clean and beds were comfortable and it was in a good location close to a walmart and fast food resturants
932,"Hotel is very good, we stayed for the second time in this hotel. The staff is very friendly. The only thing to do is watch TV you can only have two programs, but that's not so important on holiday."
933,we stayed for 2 nights the room was clean and beds were comfortable and it was in a good location close to a walmart and fast food resturants
934,"Super excited!! I also check the beds and they were perfect. Helpful staff, delicious complimentary breakfast, and overall great stay!! I will definitely stay there again. My family and I enjoyed our stay very much, the kids loved the complimentary breakfast which also saved us money!' Plenty of on site parking. Close to restaurants and stores. Easy to get to. Most... More"
935,Stayed a night with my kiddo it was A good place to shower and sleep we wasn't really around to do much else!
936,My husband and I had been making a trip to California and back. We used Wyndham hotels as they seemed to be the best. Our journey to California was excellent... THEN I reserved another hotels The Days Inn El Reno. We got the King Bed No smoking for one night. Everything was going well until we decided to call it a... More
937,"Great 2 star motel! Room - immaculate room with king size bed, desk, couch-looked recently painted, carpeted, decorated - bed very comfortable Bathroom - spotless, vanity outside bath Breakfast - above average for budget motel - plain oatmeal with cranberries and brown sugar to add, flavored oatmeal, waffles, yogurt, microwavable eggs, apples, wheat/white/raison bread, jam, peanut butter, pastry, regular and... More"
938,"We spent one night there and would stay again. The king size bedroom was clean and room had a microwave and refrigerator which was very convenient. They have a continental breakfast with omelets, waffles, yogurt, cereal, fruit, etc. The clerk was very helpful the next morning when my prescription sunglasses needed to be fixed."
939,"I attempt to use my Wyndham Rewards. He said it was invalid and created a new number for no reason. He said you can just call this number and tell them to combine the two numbers. I asked for a detail print out of charges and he wasn't happy that I asked for one. Room was okay, the front desk... More"
940,Nice night of leisure on a long trip. The service staff were friendly courteous and very helpful. The beds were comfortable and the location was quiet and afforded a good night sleep. I have stayed several times in the past and never dissatisfied with my stay or any of the staff.
941,"Room was filthy, had bugs crawling up the wall, load people at all hours and we were on the top floor,"
942,"We stayed here on our way to visit family. We got to the motel, Melissa the front desk clerk, was very friendly and got us checked in quickly. The rooms were big and seemed clean enough at first but as we settled in for the night we could tell the housekeepers defiantly needed to be retrained on how to clean... More"
943,We had a room with balcony overlooking the lagoon - wonderful!!!
944,Terrible stay. Everything in the room felt damp as it was terribly humid. The place was dated and breakfast omelets were made in a different ZIP code or worse. The orange juice burned our throats fro the acidity. They had a cardboard like of the man in the advertisents. Now everytime I see his likeness I will run away.
945,"Easy and quick check-in. Room was a positive surprise, clean and spacious Pet friendly . Breakfast was basic but good good half way point from Phoenix to Milwaukee. Next trip we will stay here again."
946,Overall stay was ok. The towels could have used a little more in the wash. They were dingy and you could see past stains on them. Walls had hand stains on them. Will most likely not stay here again.
947,to share your opinion of this businesswith YP visitors across the United Statesand in your neighborhood
948,"We stayed in the poolside room for one night and loved being in the backyard by the pool. The grounds are beautifully landscaped with trees and vines and flowers inside a privacy fence. It was a comfortable and very safe feeling for two ladies traveling alone. The shower was brand new, and our room was extremely clean. Our host was... More"
949,"We would really like to give five stars to that place, because the house is really beautiful and well renovated, the garden is wonderful, peaceful, and the vegetation is great, our host was very kind and helpful and gave us a lot of advices about where to eat and what to see, the place is well located and easy to... More"
950,"My wife and I spent our 25th wedding anniversary at this wonderful BB. Our host, Steven, was excellent and very helpful when deciding on sights and events to take in. The room was beautiful and large. The entire BB was clean and decorated for Mardi Gras. We had never been to Mobile, but after this trip, we have decided that... More"
951,"This was a perfect place to stay during our first time ever in Mobile. I would recommend a couple nights as this city has so much to offer. Great food, museums, walks along old historical areas ect. This BB is located on a main street lined with old homes and most are in great condition. I figured this must have... More"
952,This place was really close to the area we wanted to be in. Stephen is really friendly and has great knowledge of area. However bed was extremely uncomfortable and sheets were not soft. Tub in bathroom was just really weird. Not enough room to move because of shower curtain. Didn't get to enjoy breakfast because of time we needed to... More
953,"This was my first time visiting Mobile, so I especially appreciated the host's knowledge about the area's history and culture. The decor holds true to this charming home's era. I found myself walking slowly through the common areas just to take it all in. We stayed in one of the private rooms in the garden area behind the main house.... More"
954,Great stay... close to ferry.food not so good nearby
955,"My husband surprised me with a trip to Mobile during Mardi Gras and we stayed at the Berney Fly. We both absolutely loved it! It's a beautiful home filled with history. Steven was amazing! Breakfast had any options you could want and Steven had many stories to keep us entertained. I'd recommend staying here any time, especially if you're looking... More"
956,"This is a GREAT place to use as a home base for exploring Mobile. Steve and Enoch know Mobile very well and can refer to all sorts of attractions, restaurants, etc. Mobile itself is just exquisite and is a fascinating place (at 300+ yearsw, it's one of the oldest cities in the US) and the downtown restaurants are TERRIFIC. Of the bed and breakfasts I've visited, Berney Fly is the closest to perfection. Steve and Enoch are wonderful and attentive hosts, the rooms are immaculate, the service is first-rate (and be sure to check out their pool in the back!). A definite must stay."
957,"My girlfriend and I had a really nice time at Berney Fly Bed and Breakfast. The owners were friendly and clearly in love with Mobile, offering a number of suggestions on restaurants and attractions to visit. While it was a little too cool to swim during our visit, the pool and hot tub area were very nicely maintained. Finally, breakfast... More"
958,stayed two nights in May. From arriving to leaving we were made welcome and was taken back by the grounds and the interior. It made a refreshing change from being in a hotel to have some where with a homely feel and such great host. The local knowledge that Stephen has is brilliant and valuable in making th best of... More
959,"Altough they only have three guest rooms,it is worth trying to book one. This is not a hotel. It is an 1895 home that the owners live in. It includes a fresh made breakfast every morning and wonderful pool area. It is close to Loda and downtown hot spots for dining and drinking. Or just stay in and relax."
960,"We stayed in the Spanish Bay room, which was roomy and nice. The proprietors are friendly and talkative. Steve made sure we had suggestions on places to go and eat while we were there. I really enjoyed the breakfasts. Not overly elaborate, but with the small number of guests, you wouldn't expect it to be. The pool area in the... More"
961,"We stayed here for one night during our road trip across the US. Steven was friendly and hospitable and the room was large and clean. Breakfast the next morning was delicious and plentiful. Make sure you walk around the neighbourhood during the day, there are some beautiful mansions. I highly recommend staying here if you are coming to Mobile!"
962,"This is absolutely a Southern Gem,... I have been given a tour of this House prior to the Annex, and enjoyed the Pool on a Day Pass... The Host couldnt be better. Folks need to Remember they are practically staying in a Museum on Govt Blvd with Age old OAK rees n a Piece of History plumbing was integrated after... More"
963,"Had a very nice stay here, everything was perfect! We were greeted upon arrival and given a history of the home and local area. The home is in very nice condition, and nicely decorated. We stayed in the pool cottage at the back of the property, which was more private. The pool is nice and refreshing, the back yard nicely... More"
964,"We enjoyed our one night stay in the Berney Fly BB. We stayed in the Spanish Bay Deluxe Room. The room was clean, comfortable and quiet. The innkeeper was very helpful and knowledgeable. His recommendations for restaurants and things to do were spot on. He related some interesting facts and information about the inn. Our breakfast was really good. I... More"
965,"Stayed with parents, wife twin toddlers in two triple rooms. The hotel is easy to reach and the rooms were well placed well furnished. The best feature was extremely friendly helpful staff, particularly Ms. Annalucia Ms. Anna who were always ready to listen help out with big smiles. The breakfasts were very good, with good spread and the guests were made welcome to sit and eat at leisure (more important when you are with toddlers!) Would surely go back to Venice would happily stay again at Russo Palace."
966,"We stayed at Berney Fly Bed and Breakfast last week and had a wonderful time! Our room was comfortable, clean and unique. Breakfast was wonderful and the pool was amazing. We loved the lounge area and relaxed everyday poolside. Stephen and Enoch were great hosts and helpful with directions to places of interest and restaurants in the area. I highly... More"
967,"Nice place in a neighborhood filled with great old houses/mansions. Friendly inn keeper with lots of information. Clean room. We stayed in the French Deco room for one night. Quiet street. Not far from downtown (5 min drives). Tasty breakfast. Thanks, Berney Fly!"
968,"We had an extremely comfortable night here, the house itself is beautifully looked after, the room was plush with an en-suite with everything you could need during your stay. Stephen was incredibly knowledgeable about the area, Mardi Gras which he is obviously very involved with and the history of the property. He directed us to a great bar and then... More"
969,"While seeking accommodations for our complex family group, (ages 25 to 96), Innkeeper Steven was creative, thoughtful and put in extra effort to solve out housing needs. He responded to our multiple inquiries quickly with solutions as well as with reasonable rates. Thank you innkeeper Steven!"
970,"If you are travelling the Southern States, travelling lets say from Florida to Texas, or even further, I highly recommend you have a break at this place. Better than the standard hotel rooms we all know to well. We stayed at Berney Fly Bed and Breakfast about 2 weeks ago, for 2 nights, and had a great time. Room was... More"
971,"I had a business meeting that I had to go to in Mobile, AL and my wife wanted to come with me. She wanted a place she could relax while I was at my meeting, so we chose a bed and breakfast. Unfortunately, we couldn't get to Mobile until late. My wife told Steven (I think that was his name)... More"
972,"Located in a beautiful area of Mobile, in the historical district, the house has big porches with chairs to sit, nice gardens, and is lovely inside. Stephen can give you a verbal historical tour of the property and the town of Mobil, and he made every effort to make us comfortable. Rooms are exceptionally large."
973,"One of my very favorite BBs in the country This is a GREAT place to use as a home base for exploring Mobile. Steve and Enoch know Mobile very well and can refer to all sorts of attractions, restaurants, etc. Mobile itself is just exquisite and is a fascinating place (at 300+ yearsw, it's one of the oldest cities in the US) and the downtown restaurants are TERRIFIC. Of the bed and breakfasts I've visited, Berney Fly is the closest to perfection. Steve and Enoch are wonderful and attentive hosts, the rooms are immaculate, the service is first-rate (and be sure to check out their pool in the back!). A definite must stay."
974,"The rooms are charming, the host is knowledgeable , and the breakfast is excellent. I spent two nights and felt completely welcomed in a calming atmosphere. Steve also gave me easy directions to my worksite!!!"
975,"Loved the back yard with the pool and Jacuzzi Beautiful antiques and knicks knack. Enjoyed the breakfast. Steve was available to answer any question that we had. Good value. We spent only one evening, but wished we had stayed two."
976,A very good hotel. What brought down the rating was that we got a room under the roofs dr it was only full sthjd in 80 of the room's surface.
977,We stayed 4 days in this hotel located 5 minutes feet from the vaporetto. The staff are very friendly speaks French. Always there to give good advice on restaurants or tours. I don't think so. Everything was fine. Breakfast rooms and environment.
978,"The service and the food was above average. The room was clean and quiet, but dated. A excellent location in a charming neighborhood. A beautiful new swimming pool and spa, made a charming yard. It is a big house that needs work, but we enjoyed our stay."
979,"This is a lovely B and B with helpful, friendly staff who love Mobile. It's located in the Oakleigh Gardens District near excellent restaurants. The 1895 home is beautifully decorated in period furnishings and it has a lovely pool for a cool down swim. We enjoyed walking the Oakleigh district and visited the Oakleigh Mansion built in 1833. Mobile has... More"
980,"The home is full of delightful antiques and knick-knacks - each one with its own history. We were visiting our son's fiancee who has been teaching in Mobile while she finished her master's degree in education. Breakfast both mornings was delicious with fresh fruit, scrambled eggs plus, coffee and juice both days, biscuits morning and banana pancakes the other."
981,"Berney-Fly is a nice BB. The location is good with easy access to all points in Mobile. Steve, the operator, is welcoming. Steve admits that much of the house is due for a makeover. But it is quite comfortable with large rooms and decent furniture and fixtures. My biggest complaint is that the clawfoot tub/shower is difficult to get in... More"
982,"Myself partner Michelle stayed one night on our trip around the Southern States. What can I say about the Berney Fly, well it's just how I would expect a local guest house to be, traditional architecture wonderful rooms including our bedroom. It's like going back in time but with all the Modern facilities like wifi lol. Steven was or... More"
983,great swimming pool and sub-tropical gardens read more
984,"If you are looking for a romantic spot in Mobile, this is it! This lovely home is located on a shady street lined with live oaks in a historic district of Mobile. There are several good restaurants within walking distance, and the host will be glad to tell you about them, as well as give you ideas for things to... More"
985,"My husband and I visited Berney Fly for our 25th anniversary and will definitely be back! Steven was a fantastic host and an excellent cook! Even though I neglected to tell him in advance of my food restrictions, he did his very best to accommodate me and provided wonderfully tasty breakfasts. We stayed in the room on the bottom floor... More"
986,Great Swimming Pool and Sub-tropical Gardens Read more
987,"My wife and I went to a concert at The Saenger Theater. It was very close and the stay was all around wonderful! Beautiful house, pool, room, it was quiet, delicious breakfast, fabulous service, and we met some great people too. Conversation with Steve (innkeeper) is intelligent as well. Ty Steve! We will be back!"
988,This hotel is in Lido which is a better choice than staying in crowded Venice. The water bus is very convenient and it takes only few more stops to the main attractions in Venice. We received excellent service - many thanks to Anna and Donnatella who made us feel at home.
989,"We spent part of our honeymoon trip here, and we loved it. The house is astonishingly beautiful and Steven prepared us an amazing breakfast everyday, gave us great advice on where to go and what to see and was in general a perfect innkeeper! Thanks again!!!"
990,"When we had booked this hotel we had emailed in advanced asking if we could store out luggage while we went camping, they seemed to have no problem with this, until we arrived. When we asked where we would keep our bags the lady insisted we must have been confused even after we had shown her the email stating we... More"
991,"Positives: Location! It is on the main strip, next to Hard Rock Cafe and lots of food options. Walking distance to Waikiki Beach and The Cheesecake Factory. Room size is decent. Negatives: In major need of a renovation! Very outdated and the lifts smell. Wifi connection is poor. Overall, would stay here again."
992,"We spent 2 weeks in this hotel due to the cost of the the normal hotels we stay at were double the normal cost. The location of this hotel is GREAT, it has a nice good size flat screen TV with cable/Sat TV, and both beds were actually pretty comfortable - at this poit there is nothing else that I... More"
993,"I hesitate to share negative experience on the internet, but for the sake of others who could make the same mistake as us I feel obligated to. This hotel is a total sham. We do not live in Waikiki and like most travelers must make reservations at hotels based upon hotel websites and reviews. Their website inaccurately advertised clean updated... More"
994,"The staff were really friendly and very accommodating. If you are looking for somewhere to stay for the value of your money (esp. if you are on a budget) then its PolyPlaza. Its got FREE wifi, a kitchenette (fridge, microwave and cofee-maker and eating utensils, plates and cups). The housemaids will provide Hawaiian coffee everyday and housekeeping. The bathroom is... More"
995,"Clean room, old style, 1960ish, needs some renovations, but again, location, location, location! !! Near, beach, shopping, restaurants, and, bus, very convenient! ! Great, place, to stay, if you don't mind having big hotel luxury, but your in Hawaii, so you'll be out everyday, enjoying, so save money and stay here, Aloha! !!!!!!!!"
996,We stayed here for about a week in October 2015. We checked in with no problems and were given a key that would allow us to use the elevator and access the stairs. The elevator is a little bit sketchy but we never really used it (only for when we arrived with all the luggage and for when we left).... More
997,We stayed here for over a month as we have just moved to Honolulu and had to sort a permanent place to stay. The Manager and Staff were very friendly and went out of their way to make sure they had a room for us and worked with us during our stay - as we didn't know when we would... More
998,"Hey, if you want a Hilton or even a Holiday Inn this may not be for you but if you want Waikiki on a hometown beach budget its a winner! Tucked in behind the big towers on the beach the reach the sky in altitude and price is Polynesian Plaza. An older place but comfy like your favorite couch is... More"
999,"It was a 10 min+ walk to water bus, would have liked it closer. Located on the water on Lido island, away from the rush of Venice"
1000,"I booked this hotel for mid October months ago. In early October, I called this hotel to find out more about the bathroom size and to my horror, the hotel just cancelled my reservations without informing me. Can you imagine if I had arrived on that day with 2 children to only find out I have no where to stay... More"
1001,"For the price that I paid for the room, it was horrific meaning that when me and my wife got into the room, IT WAS VERY HOT! The next thing was that the elevator wasn't working, it took us over 45 minutes to find out that the hotel didn't have a parking spot after making circles and finally, the shower... More"
1002,"Rooms were nice, basic but a good size, older style. No mod cons. The beds were very comfortable. Good size kitchenette. Great location. Nice pool. Wifi was only free down in common area which was pretty much completely outside so not fun when raining. And it wasn't the best wifi. Better to go to Starbucks. There was wifi available in... More"
1003,"This is an older property but it is super clean, never saw a bug anywhere! It is the best location-in my opinion-with everything from awesome dining to 3 blocks walk to public beach (with beachside drinks/snack shack). Love the 5-6 food truck court just one block away on Beachwalk Ave. Amazing shopping (Prada, Coach, Louis Vitton, etc.) just across the... More"
1004,"The entrance to the hotel is low key and between two retail stores on busy the Kalakaua Avenue. You could easily pass by its entrance on the street and miss it. Their Waikiki location is very good for shopping and access to TheBus. If you know what you want to visit on Oahu, I strongly recommend using the economical and... More"
1005,"The only reason for the 4th star is the location and staff. The hotel is located 10 minutes from the beach, opposite Tiffany's/Coach/Burberry and right downstairs is an amazing ramen restaurant. It is walking distance to all the necessary amenities. Its quite hidden, walked past several times and had to double back. Also safe at night as you need a... More"
1006,Great location but subpar accommodations.
1007,I knew this wasn't going to be amazing simply because of the price and previous reviews. It wasn't horrible but it doesn't look like the website at all..... Like at all. It's livable and the location is great. You can get parking really close for 24 a day. The wifi doesn't work the top two floors are under construction. They... More
1008,"Not exactly a five-star hotel but right in the heart of the Waikiki shopping precinct and a fairly short walk to the beach. Surrounded by high-end shops and restaurants, the accommodation is basic but you will money left over for shopping and sightseeing. An ABC convenience store across the road which sells food, clothing and booze. Get a unit fronting... More"
1009,"Unprepared for firstly the unwelcoming entrance to this establishment. Up a narrow walkway, past a lift that reminded me of the ancient ones in Paris To find the Office a room out by the pool area with 3/4 of the window area covered with glass like banks used to have'. We had to bend down to talk to the not... More"
1010,Room was tiny-bed saggy-bAthroom door didn't work. Good breakfast and convenient location. Wouldn't return or recommend.
1011,"Most may not like a tired appearance, but the place was clean, provided cooking facilities, WiFi, a very comfortable queen bed. Would be one of the cheapest hotels amongst a lot of 5 stars hotels at a fraction of cost"
1012,"We had a one night stay at your hotel, Sept. 19. 2015. It had to be the worst hotel I have ever stayed in. Upon arrival we discovered that the elevator was broken. I was traveling with an elderly gentleman and the stairs were the only way to our room. Due to time constraints and our one night stay in... More"
1013,"Since there was no suitable room left in the main house, I booked an apartment in the separate app.-house. The ground-floor apartment was well furnished with a very snowy bathroom. Unfortunately, the access to the other apartments passed directly at the bedroom window, which was associated with very strending noise development."
1014,"We had a super fast-mouthed room with first-class service (unfortunately the beds with visitor's scribble, ... :-( ) Frhstck is also highly recommended, everything the heart desires, it is still added until the last minute. Fr Langschlfer, you will also be asked again before the abrumen of the Bfett (11:30 o'clock) if you still want something. The sauna closed at 21:00, which is a bit frh on holiday. But otherwise we were all around to peace. Khlungsborn we will definitely be back."
1015,"Very nice hotel with very nice atmosphere. Definitely something I'd recommend. The interior was renovated probably 10 years ago, so it's not brand new, but it's clean and comfortable. The Hotel CEO and the manager on duty took their time to talk to all guests one evening and ask about our stay etc. over a glass of champagne (free of charge). I've never seen such good service at a hotel. I should mention the spa and pool - very good bonus. If I had to say something negative - the internet connection. It's simply criminal to have such a slow and unstable internet connection in 2015. And may be, king size beds that are not to single beds with tendency to move apart."
1016,"The rooms ( app. ) were not located in the main house (no indication of it), during the period of our stay construction work in several rooms were carried out simultaneously (tiles removed, tubs, shower trgers, roof work, etc.) Fr Bademntel must be paid a loan fee, since apartment, normal rooms free of charge, cleaning (no broom or the same in the app. ) and towel change for a fee, since apartment, is only available on the homepage of the hotel, not at Expedia itself. For use of the SPA about 75 m along the road, since again in the main house. Frhstck sufficient, was with us incl., otherwise 18,- p. P. we find something overt. Staff super nice. A discount was granted to the Mngel."
1017,"Wunderschne room, bathrobe aisle optimal, Frhstck very tasty in cosy atmosphere. Parking 8 euros a day for the hotel frf f. unfortunately not to good service. otherwise all the best"
1018,"The room resembled a small apartment with seperatem bedrooms, living room with small box line and bathroom. Stay with dog was possible and was even swallowed with a small attention for the four-legged friend. The Frhstck was very tasty and had a rich selection. Everything was very clean and tidy. Only at the reception was a staff member very bloton and pathetic. First we were instructed and we were assigned a parking space. After we were already standing and wanted to go to the town centre, the employee stopped us and told us that we now pay 15 per night for the parking lot. When asked why we had not been informed beforehand, we received the patty answer that this is all over the place and can also be found on the website. My opinion Even if - a customer-friendly employee htte 1.) friendly response and 2.) from service considerations in any case, it should be pointed out again beforehand. Unfortunately, we didn't remember the employee's name. The others, however, were all very friendly and much more helpful than this one. All in all, you can highly recommend a stay here - if you ask for the information yourself and in advance."
1019,"Schner Spa area, pleasant service, elaborate Frhstcksbffet"
1020,"No lift in the stall, No towel change, no room cleaning etc. I can't give any information about the cleanliness of the rooms!"
1021,"Htel very well located in a quiet corner away from the hustle and bustle of central Venice, but only a few minutes by boat. The roofing economy rooms are not very ergonomic due to the slope of the roof and it is quickly hot if there is sun when the conditionn air does not yet work, as during the Pques congs. The extryt view is limited to the velux. TV is not a flat notch. We expect a little more luxury in a 4 canvases, but the prices are contained. The reception is irrproachable and the breakfast is very decent."
1022,It was a great stay for a short break. The wellness area is totally snoring. The restaurants are top - especially from the ambience. The Frhstck was the best fr a hotel so far (especially until 11:30 ) )
1023,"We went on a short break in Khlungsborn. The hotel makes a good impression. Negative was the lack of parking, a bare bartender on 30.08.2015 and a missing elevator to the third floor. The Baltic Sea was khl in Khlungsborn (17 C) and ... Two abortions were cancelled in the village. Why it was raining!!!"
1024,"We were accommodated in the side stall for 4 Nchte from 01.11.2015. Arriving in the room, we were immediately sent a message that we would have to undergo lrmbelstigungen (Baulrm) during our stay and that we were given a de-disapproval in the form of a bottle of red wine. Since we were travelling a lot during the day, the training was limited for us. Unfortunately, however, we found that the Bademntel (not even against Gebhr) was not available. We actually considered the use of high-quality corrugated treatments a bathrobe as self-evident...."
1025,"Great Frhstcksbuffet, friendly staff, snow spa area, Beach Nhe"
